week_start,channel,spend,impressions,clicks,revenue,is_holiday,is_black_friday_week,is_summer,is_promo_period,month_num
2023-04-10,tv,35894.2,4486775,61458,401080.38,0,0,0,0,4
2023-04-17,digital,16965.01,4847145,118245,437067.3,0,0,0,0,4
2023-04-17,ooh,11373.83,1895638,26523,437067.3,0,0,0,0,4
2023-04-17,search,8718.66,2179665,32101,437067.3,0,0,0,0,4
2023-04-17,social,2138.56,475235,2745,437067.3,0,0,0,0,4
2023-04-17,tiktok,4099.75,819950,5618,437067.3,0,0,0,0,4
2023-04-17,tv,30225.21,3778152,27446,437067.3,0,0,0,0,4
2023-04-24,digital,13456.4,3844684,93411,388335.28,0,0,0,0,4
2023-04-24,ooh,6793.94,1132323,12014,388335.28,0,0,0,0,4
2023-04-24,search,7655.98,1913996,19836,388335.28,0,0,0,0,4
2023-04-24,social,5195.74,1154609,17084,388335.28,0,0,0,0,4
2023-04-24,tiktok,5898.5,1179699,9807,388335.28,0,0,0,0,4
2023-04-24,tv,18119.53,2264941,24118,388335.28,0,0,0,0,4
2023-05-01,digital,19216.42,5490405,79380,432013.04,0,0,0,1,5
2023-05-01,ooh,13435.34,2239223,13769,432013.04,0,0,0,1,5
2023-05-01,search,12501.72,3125431,59592,432013.04,0,0,0,1,5
2023-05-01,social,11263.32,2502960,25041,432013.04,0,0,0,1,5
2023-05-01,tiktok,7609.06,1521813,39082,432013.04,0,0,0,1,5
2023-05-01,tv,33972.14,4246518,67715,432013.04,0,0,0,1,5
2023-05-08,digital,13121.85,3749100,97020,447554.64,0,0,0,0,5
2023-05-08,ooh,12732.55,2122091,29296,447554.64,0,0,0,0,5
2023-05-08,search,8043.21,2010803,48035,447554.64,0,0,0,0,5
2023-05-08,social,8724.11,1938692,42653,447554.64,0,0,0,0,5
2023-05-08,tiktok,3722.26,744453,14521,447554.64,0,0,0,0,5
2023-05-08,tv,20322.94,2540367,72762,447554.64,0,0,0,0,5
2023-05-15,digital,12848.27,3670935,37909,432596.82,0,0,0,0,5
2023-05-15,ooh,12895.59,2149265,48972,432596.82,0,0,0,0,5
2023-05-15,search,6694.07,1673518,19138,432596.82,0,0,0,0,5
2023-05-15,social,6125.51,1361224,12977,432596.82,0,0,0,0,5
2023-05-15,tiktok,6064.68,1212936,29548,432596.82,0,0,0,0,5
2023-05-15,tv,23845.64,2980705,43094,432596.82,0,0,0,0,5
2023-05-22,digital,11252.44,3214984,16421,445630.18,0,0,0,0,5
2023-05-22,ooh,12852.53,2142088,11698,445630.18,0,0,0,0,5
2023-05-22,search,6615.67,1653916,42456,445630.18,0,0,0,0,5
2023-05-22,social,6859.25,1524279,33336,445630.18,0,0,0,0,5
2023-05-22,tiktok,7521.35,1504269,31248,445630.18,0,0,0,0,5
2023-05-22,tv,34719.55,4339944,105328,445630.18,0,0,0,0,5
2023-05-29,digital,14509.41,4145547,79923,412716.14,0,0,0,0,5
2023-05-29,ooh,10770.92,1795153,28686,412716.14,0,0,0,0,5
2023-05-29,search,9213.88,2303470,64929,412716.14,0,0,0,0,5
2023-05-29,social,10213.0,2269557,26297,412716.14,0,0,0,0,5
2023-05-29,tiktok,5527.66,1105532,29909,412716.14,0,0,0,0,5
2023-05-29,tv,30126.25,3765782,69712,412716.14,0,0,0,0,5
2023-06-05,digital,11108.51,3173861,94746,392226.63,0,0,0,0,6
2023-06-05,ooh,8900.72,1483453,31301,392226.63,0,0,0,0,6
2023-06-05,search,11744.74,2936185,58532,392226.63,0,0,0,0,6
2023-06-05,social,7255.56,1612347,22380,392226.63,0,0,0,0,6
2023-06-05,tiktok,4994.18,998835,20937,392226.63,0,0,0,0,6
2023-06-05,tv,23034.31,2879289,27555,392226.63,0,0,0,0,6
2023-06-12,digital,15203.87,4343963,25917,408745.86,0,0,0,0,6
2023-06-12,ooh,8407.67,1401278,28390,408745.86,0,0,0,0,6
2023-06-12,search,9231.39,2307848,50135,408745.86,0,0,0,0,6
2023-06-12,social,11662.04,2591564,35560,408745.86,0,0,0,0,6
2023-06-12,tiktok,5214.67,1042934,18828,408745.86,0,0,0,0,6
2023-06-12,tv,21394.76,2674346,34816,408745.86,0,0,0,0,6
2023-06-19,digital,16365.5,4675856,47694,415325.92,0,0,0,0,6
2023-06-19,ooh,11498.83,1916472,46793,415325.92,0,0,0,0,6
2023-06-19,search,8751.81,2187952,13816,415325.92,0,0,0,0,6
2023-06-19,social,8064.97,1792215,41075,415325.92,0,0,0,0,6
2023-06-19,tiktok,6040.57,1208113,27568,415325.92,0,0,0,0,6
2023-06-19,tv,27069.87,3383734,72174,415325.92,0,0,0,0,6
2023-06-26,digital,14463.67,4132476,74272,411271.66,0,0,0,0,6
2023-06-26,ooh,11598.42,1933070,48835,411271.66,0,0,0,0,6
2023-06-26,search,9497.44,2374359,67997,411271.66,0,0,0,0,6
2023-06-26,social,8745.32,1943404,32382,411271.66,0,0,0,0,6
2023-06-26,tiktok,3524.55,704909,11409,411271.66,0,0,0,0,6
2023-06-26,tv,20393.96,2549245,55628,411271.66,0,0,0,0,6
2023-07-03,digital,12731.69,3637626,91845,408894.36,0,0,1,0,7
2023-07-03,ooh,13585.5,2264250,51608,408894.36,0,0,1,0,7
2023-07-03,search,11354.87,2838718,42047,408894.36,0,0,1,0,7
2023-07-03,social,10723.18,2382929,33438,408894.36,0,0,1,0,7
2023-07-03,tiktok,5579.54,1115908,15234,408894.36,0,0,1,0,7
2023-07-03,tv,23384.22,2923028,46386,408894.36,0,0,1,0,7
2023-07-10,digital,19191.45,5483271,39622,405410.57,0,0,1,1,7
2023-07-10,ooh,17171.72,2861953,21665,405410.57,0,0,1,1,7
2023-07-10,search,12244.0,3060999,86006,405410.57,0,0,1,1,7
2023-07-10,social,10833.05,2407346,63351,405410.57,0,0,1,1,7
2023-07-10,tiktok,6488.03,1297605,21659,405410.57,0,0,1,1,7
2023-07-10,tv,37383.87,4672983,50076,405410.57,0,0,1,1,7
2023-07-17,digital,12725.6,3635886,54105,393841.95,0,0,1,0,7
2023-07-17,ooh,10563.38,1760563,29710,393841.95,0,0,1,0,7
2023-07-17,search,8298.82,2074705,40404,393841.95,0,0,1,0,7
2023-07-17,social,6506.38,1445862,27903,393841.95,0,0,1,0,7
2023-07-17,tiktok,7430.11,1486022,13735,393841.95,0,0,1,0,7
2023-07-17,tv,33393.56,4174195,96205,393841.95,0,0,1,0,7
2023-07-24,digital,16135.11,4610033,109151,365613.52,0,0,1,0,7
2023-07-24,ooh,8167.76,1361294,27342,365613.52,0,0,1,0,7
2023-07-24,search,11066.17,2766543,14152,365613.52,0,0,1,0,7
2023-07-24,social,7976.19,1772487,18338,365613.52,0,0,1,0,7
2023-07-24,tiktok,5247.39,1049477,26147,365613.52,0,0,1,0,7
2023-07-24,tv,30493.57,3811696,35151,365613.52,0,0,1,0,7
2023-07-31,digital,8631.86,2466247,35239,386578.46,0,0,1,0,7
2023-07-31,ooh,10201.33,1700221,18939,386578.46,0,0,1,0,7
2023-07-31,search,9859.32,2464831,14699,386578.46,0,0,1,0,7
2023-07-31,social,8114.37,1803194,49592,386578.46,0,0,1,0,7
2023-07-31,tiktok,7265.85,1453169,16737,386578.46,0,0,1,0,7
2023-07-31,tv,14758.1,1844763,52422,386578.46,0,0,1,0,7
2023-08-07,digital,12733.79,3638226,35367,378194.74,0,0,1,0,8
2023-08-07,ooh,11394.43,1899072,11516,378194.74,0,0,1,0,8
2023-08-07,search,11895.08,2973769,65454,378194.74,0,0,1,0,8
2023-08-07,social,5954.55,1323234,17951,378194.74,0,0,1,0,8
2023-08-07,tiktok,4254.72,850943,7521,378194.74,0,0,1,0,8
2023-08-07,tv,28961.84,3620230,35108,378194.74,0,0,1,0,8
2023-08-14,digital,8232.56,2352159,23257,357758.58,0,0,1,0,8
2023-08-14,ooh,10500.94,1750156,18534,357758.58,0,0,1,0,8
2023-08-14,search,9453.55,2363388,45062,357758.58,0,0,1,0,8
2023-08-14,social,7787.48,1730550,10339,357758.58,0,0,1,0,8
2023-08-14,tiktok,6114.26,1222853,13646,357758.58,0,0,1,0,8
2023-08-14,tv,27752.2,3469026,26652,357758.58,0,0,1,0,8
2023-08-21,digital,9609.19,2745482,41872,364087.71,0,0,1,0,8
2023-08-21,ooh,9698.96,1616494,26466,364087.71,0,0,1,0,8
2023-08-21,search,6900.7,1725174,9770,364087.71,0,0,1,0,8
2023-08-21,social,7003.96,1556435,27028,364087.71,0,0,1,0,8
2023-08-21,tiktok,5833.49,1166699,30395,364087.71,0,0,1,0,8
2023-08-21,tv,29685.58,3710698,64719,364087.71,0,0,1,0,8
2023-08-28,digital,17484.2,4995485,84850,369774.98,0,0,1,0,8
2023-08-28,ooh,11545.5,1924250,29534,369774.98,0,0,1,0,8
2023-08-28,search,6652.13,1663032,39225,369774.98,0,0,1,0,8
2023-08-28,social,9766.02,2170226,17575,369774.98,0,0,1,0,8
2023-08-28,tiktok,4539.78,907957,12035,369774.98,0,0,1,0,8
2023-08-28,tv,36355.01,4544376,81748,369774.98,0,0,1,0,8
2023-09-04,digital,16230.78,4637364,123100,395612.99,0,0,0,0,9
2023-09-04,ooh,9902.9,1650483,15542,395612.99,0,0,0,0,9
2023-09-04,search,12207.67,3051918,80277,395612.99,0,0,0,0,9
2023-09-04,social,8316.85,1848190,20259,395612.99,0,0,0,0,9
2023-09-04,tiktok,5701.82,1140363,25260,395612.99,0,0,0,0,9
2023-09-04,tv,16171.14,2021392,35788,395612.99,0,0,0,0,9
2023-09-11,digital,11810.09,3374312,71051,436904.3,0,0,0,0,9
2023-09-11,ooh,9649.85,1608308,41189,436904.3,0,0,0,0,9
2023-09-11,search,12367.21,3091802,53830,436904.3,0,0,0,0,9
2023-09-11,social,7808.95,1735322,41089,436904.3,0,0,0,0,9
2023-09-11,tiktok,6856.22,1371243,36215,436904.3,0,0,0,0,9
2023-09-11,tv,24328.58,3041072,48404,436904.3,0,0,0,0,9
2023-09-18,digital,9670.01,2762861,61501,394160.56,0,0,0,0,9
2023-09-18,ooh,11748.25,1958041,55104,394160.56,0,0,0,0,9
2023-09-18,search,8885.23,2221309,36971,394160.56,0,0,0,0,9
2023-09-18,social,8118.37,1804082,14918,394160.56,0,0,0,0,9
2023-09-18,tiktok,5171.58,1034317,7182,394160.56,0,0,0,0,9
2023-09-18,tv,30915.91,3864489,115434,394160.56,0,0,0,0,9
2023-09-25,digital,5639.57,1611305,47654,382422.78,0,0,0,0,9
2023-09-25,ooh,10191.56,1698593,17043,382422.78,0,0,0,0,9
2023-09-25,search,8527.7,2131925,10951,382422.78,0,0,0,0,9
2023-09-25,social,8682.85,1929522,48573,382422.78,0,0,0,0,9
2023-09-25,tiktok,3666.16,733232,17690,382422.78,0,0,0,0,9
2023-09-25,tv,18942.38,2367797,40624,382422.78,0,0,0,0,9
2023-10-02,digital,12373.27,3535220,54075,354065.02,0,0,0,0,10
2023-10-02,ooh,11648.0,1941334,54822,354065.02,0,0,0,0,10
2023-10-02,search,11959.92,2989981,73752,354065.02,0,0,0,0,10
2023-10-02,social,9356.89,2079308,59100,354065.02,0,0,0,0,10
2023-10-02,tiktok,5533.4,1106680,14046,354065.02,0,0,0,0,10
2023-10-02,tv,35960.32,4495040,76185,354065.02,0,0,0,0,10
2023-10-09,digital,20645.51,5898717,88975,380393.94,0,0,0,0,10
2023-10-09,ooh,11737.13,1956189,10654,380393.94,0,0,0,0,10
2023-10-09,search,7220.8,1805201,23951,380393.94,0,0,0,0,10
2023-10-09,social,6677.9,1483978,29922,380393.94,0,0,0,0,10
2023-10-09,tiktok,4560.21,912041,9499,380393.94,0,0,0,0,10
2023-10-09,tv,29872.31,3734038,58042,380393.94,0,0,0,0,10
2023-10-16,digital,15152.81,4329374,121585,392343.87,0,0,0,0,10
2023-10-16,ooh,8610.82,1435136,40362,392343.87,0,0,0,0,10
2023-10-16,search,7630.51,1907628,51447,392343.87,0,0,0,0,10
2023-10-16,social,6621.79,1471508,33490,392343.87,0,0,0,0,10
2023-10-16,tiktok,5194.34,1038868,23086,392343.87,0,0,0,0,10
2023-10-16,tv,32601.31,4075163,27184,392343.87,0,0,0,0,10
2023-10-23,digital,12405.98,3544566,39511,385318.73,0,0,0,0,10
2023-10-23,ooh,10099.86,1683311,48476,385318.73,0,0,0,0,10
2023-10-23,search,10511.15,2627788,37647,385318.73,0,0,0,0,10
2023-10-23,social,10233.41,2274091,51939,385318.73,0,0,0,0,10
2023-10-23,tiktok,5496.56,1099313,30500,385318.73,0,0,0,0,10
2023-10-23,tv,24748.42,3093553,61326,385318.73,0,0,0,0,10
2023-10-30,digital,15300.46,4371560,101619,429618.49,0,0,0,0,10
2023-10-30,ooh,14418.96,2403160,12740,429618.49,0,0,0,0,10
2023-10-30,search,8595.75,2148937,41103,429618.49,0,0,0,0,10
2023-10-30,social,7706.39,1712530,51068,429618.49,0,0,0,0,10
2023-10-30,tiktok,3689.24,737849,9131,429618.49,0,0,0,0,10
2023-10-30,tv,32553.33,4069166,43537,429618.49,0,0,0,0,10
2023-11-06,digital,9648.18,2756622,65785,395142.04,0,0,0,0,11
2023-11-06,ooh,8613.78,1435630,34563,395142.04,0,0,0,0,11
2023-11-06,search,9342.03,2335508,27462,395142.04,0,0,0,0,11
2023-11-06,social,6031.5,1340332,18146,395142.04,0,0,0,0,11
2023-11-06,tiktok,3797.89,759577,14600,395142.04,0,0,0,0,11
2023-11-06,tv,34050.0,4256250,89127,395142.04,0,0,0,0,11
2023-11-13,digital,13220.59,3777311,28121,427186.1,0,0,0,0,11
2023-11-13,ooh,6484.74,1080790,31619,427186.1,0,0,0,0,11
2023-11-13,search,9064.64,2266161,20429,427186.1,0,0,0,0,11
2023-11-13,social,9182.48,2040552,18511,427186.1,0,0,0,0,11
2023-11-13,tiktok,6164.67,1232935,15098,427186.1,0,0,0,0,11
2023-11-13,tv,29422.28,3677785,23063,427186.1,0,0,0,0,11
2023-11-20,digital,20112.01,5746289,95996,477409.29,0,1,0,0,11
2023-11-20,ooh,9901.34,1650224,45625,477409.29,0,1,0,0,11
2023-11-20,search,14034.03,3508508,85512,477409.29,0,1,0,0,11
2023-11-20,social,12928.31,2872957,51653,477409.29,0,1,0,0,11
2023-11-20,tiktok,7063.24,1412649,26639,477409.29,0,1,0,0,11
2023-11-20,tv,41288.28,5161035,152430,477409.29,0,1,0,0,11
2023-11-27,digital,19420.05,5548585,55564,483485.47,0,1,0,0,11
2023-11-27,ooh,15900.29,2650049,77561,483485.47,0,1,0,0,11
2023-11-27,search,16881.85,4220464,73498,483485.47,0,1,0,0,11
2023-11-27,social,8226.5,1828112,33512,483485.47,0,1,0,0,11
2023-11-27,tiktok,3849.71,769943,15820,483485.47,0,1,0,0,11
2023-11-27,tv,41657.47,5207184,87091,483485.47,0,1,0,0,11
2023-12-04,digital,16380.51,4680146,45090,412770.77,0,0,0,0,12
2023-12-04,ooh,11384.8,1897467,35593,412770.77,0,0,0,0,12
2023-12-04,search,9599.86,2399964,44189,412770.77,0,0,0,0,12
2023-12-04,social,8875.61,1972358,18634,412770.77,0,0,0,0,12
2023-12-04,tiktok,6545.46,1309092,26520,412770.77,0,0,0,0,12
2023-12-04,tv,23402.79,2925349,80210,412770.77,0,0,0,0,12
2023-12-11,digital,15149.48,4328424,71833,413709.26,0,0,0,0,12
2023-12-11,ooh,11071.37,1845228,12832,413709.26,0,0,0,0,12
2023-12-11,search,10665.22,2666306,77684,413709.26,0,0,0,0,12
2023-12-11,social,9754.56,2167680,44064,413709.26,0,0,0,0,12
2023-12-11,tiktok,5977.85,1195569,24615,413709.26,0,0,0,0,12
2023-12-11,tv,27508.82,3438602,58075,413709.26,0,0,0,0,12
2023-12-18,digital,16099.87,4599964,56284,444469.35,0,0,0,0,12
2023-12-18,ooh,14120.24,2353374,61764,444469.35,0,0,0,0,12
2023-12-18,search,5585.64,1396410,40621,444469.35,0,0,0,0,12
2023-12-18,social,9158.99,2035332,10895,444469.35,0,0,0,0,12
2023-12-18,tiktok,4869.59,973918,8159,444469.35,0,0,0,0,12
2023-12-18,tv,27536.8,3442100,22402,444469.35,0,0,0,0,12
2023-12-25,digital,15952.88,4557967,113500,426323.16,1,0,0,1,12
2023-12-25,ooh,6888.35,1148058,23358,426323.16,1,0,0,1,12
2023-12-25,search,12213.05,3053264,80579,426323.16,1,0,0,1,12
2023-12-25,social,12502.89,2778420,78328,426323.16,1,0,0,1,12
2023-12-25,tiktok,5451.04,1090209,24354,426323.16,1,0,0,1,12
2023-12-25,tv,39836.77,4979596,127255,426323.16,1,0,0,1,12
2024-01-01,digital,16820.19,4805768,133072,374604.25,0,0,0,0,1
2024-01-01,ooh,12311.08,2051847,41793,374604.25,0,0,0,0,1
2024-01-01,search,7903.23,1975807,19146,374604.25,0,0,0,0,1
2024-01-01,social,6152.88,1367306,15880,374604.25,0,0,0,0,1
2024-01-01,tiktok,6657.34,1331468,29118,374604.25,0,0,0,0,1
2024-01-01,tv,34222.22,4277778,90709,374604.25,0,0,0,0,1
2024-01-08,digital,18943.79,5412512,135681,404569.14,0,0,0,0,1
2024-01-08,ooh,15000.72,2500120,38580,404569.14,0,0,0,0,1
2024-01-08,search,7203.77,1800943,35761,404569.14,0,0,0,0,1
2024-01-08,social,9140.84,2031298,12165,404569.14,0,0,0,0,1
2024-01-08,tiktok,6114.83,1222965,26984,404569.14,0,0,0,0,1
2024-01-08,tv,22527.37,2815922,69114,404569.14,0,0,0,0,1
2024-01-15,digital,11539.67,3297049,38413,414416.51,0,0,0,0,1
2024-01-15,ooh,8870.63,1478438,28528,414416.51,0,0,0,0,1
2024-01-15,search,7868.74,1967185,53023,414416.51,0,0,0,0,1
2024-01-15,social,8070.71,1793490,13821,414416.51,0,0,0,0,1
2024-01-15,tiktok,8456.18,1691235,11588,414416.51,0,0,0,0,1
2024-01-15,tv,27919.55,3489943,54807,414416.51,0,0,0,0,1
2024-01-22,digital,11799.66,3371332,39962,431089.76,0,0,0,0,1
2024-01-22,ooh,10605.58,1767597,15625,431089.76,0,0,0,0,1
2024-01-22,search,8925.37,2231343,32046,431089.76,0,0,0,0,1
2024-01-22,social,7776.89,1728197,19021,431089.76,0,0,0,0,1
2024-01-22,tiktok,6220.98,1244196,20120,431089.76,0,0,0,0,1
2024-01-22,tv,37195.19,4649399,97398,431089.76,0,0,0,0,1
2024-01-29,digital,18216.4,5204686,59168,432037.87,0,0,0,0,1
2024-01-29,ooh,9768.9,1628149,38252,432037.87,0,0,0,0,1
2024-01-29,search,11339.45,2834862,21340,432037.87,0,0,0,0,1
2024-01-29,social,10127.28,2250506,26663,432037.87,0,0,0,0,1
2024-01-29,tiktok,6196.21,1239241,18869,432037.87,0,0,0,0,1
2024-01-29,tv,24475.74,3059468,80787,432037.87,0,0,0,0,1
2024-02-05,digital,13853.58,3958167,33153,409406.66,0,0,0,0,2
2024-02-05,ooh,9462.61,1577101,10843,409406.66,0,0,0,0,2
2024-02-05,search,7055.7,1763924,44582,409406.66,0,0,0,0,2
2024-02-05,social,11199.95,2488877,14486,409406.66,0,0,0,0,2
2024-02-05,tiktok,5569.57,1113914,7984,409406.66,0,0,0,0,2
2024-02-05,tv,24071.93,3008991,62517,409406.66,0,0,0,0,2
2024-02-12,digital,18486.39,5281825,151034,444501.44,0,0,0,0,2
2024-02-12,ooh,10793.62,1798937,41815,444501.44,0,0,0,0,2
2024-02-12,search,9681.53,2420383,41253,444501.44,0,0,0,0,2
2024-02-12,social,11768.29,2615175,31340,444501.44,0,0,0,0,2
2024-02-12,tiktok,6716.69,1343337,14185,444501.44,0,0,0,0,2
2024-02-12,tv,30035.77,3754471,51406,444501.44,0,0,0,0,2
2024-02-19,digital,13182.83,3766524,56691,445867.4,0,0,0,0,2
2024-02-19,ooh,14873.62,2478936,65009,445867.4,0,0,0,0,2
2024-02-19,search,8708.27,2177067,41603,445867.4,0,0,0,0,2
2024-02-19,social,10959.65,2435479,23925,445867.4,0,0,0,0,2
2024-02-19,tiktok,6508.41,1301681,20858,445867.4,0,0,0,0,2
2024-02-19,tv,33810.71,4226339,91134,445867.4,0,0,0,0,2
2024-02-26,digital,18709.22,5345492,56754,431381.62,0,0,0,0,2
2024-02-26,ooh,15853.91,2642319,44422,431381.62,0,0,0,0,2
2024-02-26,search,9028.14,2257035,66704,431381.62,0,0,0,0,2
2024-02-26,social,8504.33,1889851,27338,431381.62,0,0,0,0,2
2024-02-26,tiktok,7247.97,1449594,34171,431381.62,0,0,0,0,2
2024-02-26,tv,29050.11,3631263,79148,431381.62,0,0,0,0,2
2024-03-04,digital,14902.83,4257951,111417,450363.22,0,0,0,0,3
2024-03-04,ooh,10836.27,1806045,32050,450363.22,0,0,0,0,3
2024-03-04,search,11622.11,2905528,58634,450363.22,0,0,0,0,3
2024-03-04,social,9327.2,2072711,30322,450363.22,0,0,0,0,3
2024-03-04,tiktok,5202.78,1040556,11370,450363.22,0,0,0,0,3
2024-03-04,tv,36761.05,4595132,133326,450363.22,0,0,0,0,3
2024-03-11,digital,15301.45,4371842,65490,437336.95,0,0,0,0,3
2024-03-11,ooh,16074.98,2679163,34308,437336.95,0,0,0,0,3
